transaction_id,customer_id,amount,currency,merchant,category,timestamp,status,error_code,country,device_type,is_failed
f458adf8-36b1-49b1-af3f-1aa2f6ae3ac9,C2285,470.58,GBP,Costco,Shopping,2026-07-27 10:26:06.372307,success,NONE,DE,web,False
5c9a24e2-a028-458e-aad0-44a4af289583,C5253,18.04,USD,Costco,Electronics,2026-07-08 10:26:06.372310,success,NONE,US,tablet,False
c0b272d6-b567-43a5-8c79-3e2830a73b03,C5335,372.5,JPY,Apple,Shopping,2026-03-24 10:26:06.372314,pending,NONE,US,tablet,False
b937895c-86a8-497e-9da1-6a0429f4762c,C8927,444.78,USD,Uber,Dining,2026-07-02 10:26:06.372318,pending,NONE,UK,web,False
960a7895-c4b0-484a-aa97-67edffc526f4,C1834,203.52,USD,Costco,Electronics,2026-06-27 10:26:06.372322,pending,NONE,FR,web,False
959f9a19-e4a5-4633-bc36-66c5dc077ffb,C3413,34.09,JPY,Costco,Travel,2026-03-18 10:26:06.372325,success,NONE,DE,mobile,False
0ba029e5-bab6-4814-b800-59279584e816,C4824,285.63,USD,Starbucks,Electronics,2026-07-12 10:26:06.372329,pending,NONE,US,web,False
ae9f2ad5-4920-44e3-95c5-af29e4a00378,C4376,432.76,EUR,Costco,Utilities,2025-11-29 10:26:06.372333,success,NONE,JP,tablet,False
7cd31abb-6134-44a5-8b02-840c732963a4,C4518,168.38,USD,Apple,Electronics,2025-11-20 10:26:06.372337,success,NONE,JP,tablet,False
a3091fb7-03a5-486f-8541-f27b0abe7aa6,C6968,326.97,GBP,Uber,Travel,2026-08-10 10:26:06.372341,pending,NONE,DE,mobile,False
fb8335d9-88cf-4f87-9f1e-3897c2e91362,C9162,468.09,JPY,Starbucks,Shopping,2026-08-30 10:26:06.372346,pending,NONE,UK,mobile,False
e5d6c9b0-2072-4de2-be04-0848f16e12d4,C1952,71.83,GBP,Delta,Electronics,2026-02-14 10:26:06.372350,success,NONE,US,tablet,False
a7375c94-5ea5-4157-8235-5ad1498de420,C1412,410.36,USD,Uber,Electronics,2025-12-05 10:26:06.372353,success,NONE,US,tablet,False
4c596f25-ec74-46e0-8d38-a489e8dc2bc1,C6289,111.69,JPY,Uber,Travel,2025-12-10 10:26:06.372357,success,NONE,FR,tablet,False
02dad9de-8e04-4747-9b59-f979670d04b4,C4519,480.62,EUR,Amazon,Utilities,2025-09-30 10:26:06.372361,failed,NONE,UK,tablet,True
0589e6e1-cc75-4868-b927-684b280ec78c,C2410,219.57,GBP,Uber,Shopping,2026-04-22 10:26:06.372365,failed,E001,JP,mobile,True
3dd6443b-63b8-4a8f-92ab-29e8d2af3f54,C5599,271.64,GBP,Apple,Groceries,2026-04-21 10:26:06.372369,success,NONE,CA,web,False
57244e83-f740-4c5c-9031-05c72b4ef79e,C3254,447.93,USD,Target,Groceries,2025-12-12 10:26:06.372372,success,NONE,CA,web,False
269d92af-3e3f-447c-88ae-576244b46b4a,C1289,43.31,GBP,Uber,Utilities,2026-07-15 10:26:06.372376,pending,NONE,FR,mobile,False
d01b7650-ae1f-4046-92b3-3b51c7331c6f,C1732,432.69,EUR,Starbucks,Shopping,2026-03-06 10:26:06.372380,failed,E001,DE,tablet,True
1616213d-6405-4054-b2fc-b8714aae12a6,C7198,417.07,JPY,Amazon,Dining,2026-08-09 10:26:06.372384,failed,E003,FR,tablet,True
29974c3b-bf0f-4f6b-aabb-9b5837875ec0,C5222,214.74,USD,Delta,Travel,2026-04-15 10:26:06.372387,success,NONE,FR,web,False
e7f168c3-5ed3-4896-b3b6-870808922879,C1454,186.97,JPY,Target,Dining,2026-04-07 10:26:06.372391,failed,NONE,US,mobile,True
9b9d284e-8d4d-4b4a-b95a-67074b00252b,C6887,83.3,JPY,Apple,Utilities,2026-07-20 10:26:06.372397,success,NONE,UK,web,False
3b8bd083-7b7b-43d8-8cac-924319a83678,C9093,109.5,EUR,Apple,Shopping,2026-08-25 10:26:06.372401,success,NONE,UK,tablet,False
ad22261b-f7f5-493f-bdb3-d7f4ea9b7bf3,C6004,489.94,USD,Walmart,Dining,2026-08-28 10:26:06.372405,failed,NONE,DE,tablet,True
e869787c-b39f-424e-a07b-b7d3a665f108,C8461,296.78,GBP,Target,Groceries,2026-08-24 10:26:06.372409,success,NONE,CA,mobile,False
a1863674-5026-4a9b-9437-8ff9f9e9c969,C3282,336.64,GBP,Delta,Electronics,2025-11-12 10:26:06.372412,pending,NONE,UK,tablet,False
e1d950de-c97c-489e-8646-d30aef696290,C3388,145.23,EUR,Walmart,Travel,2026-08-04 10:26:06.372416,pending,NONE,CA,tablet,False
dda25058-fc66-41a5-8813-c606419d2f12,C6712,349.81,JPY,Starbucks,Electronics,2026-02-16 10:26:06.372420,pending,NONE,US,mobile,False
aa55597d-3ee0-4bd3-89b9-cdd9149e0c47,C9578,324.93,JPY,Uber,Dining,2026-03-19 10:26:06.372424,failed,E001,JP,mobile,True
dc3e6f8f-c565-42fb-a4a1-953460fd72b1,C5888,47.81,EUR,Costco,Utilities,2025-11-01 10:26:06.372428,success,NONE,CA,web,False
9f8e36d0-23f0-4b58-bdfc-c377bd23f20a,C6373,337.58,JPY,Apple,Groceries,2025-12-03 10:26:06.372431,pending,NONE,CA,tablet,False
14b23d7f-2485-4d21-8be6-67c98befc55c,C9769,128.89,JPY,Starbucks,Shopping,2026-08-22 10:26:06.372435,pending,NONE,JP,tablet,False
727e49a0-c4cf-4e46-b55d-904577a3885f,C5667,482.22,USD,Delta,Groceries,2025-12-17 10:26:06.372439,pending,NONE,UK,mobile,False
521023f4-4b22-4a1f-a0a3-854948afa858,C4636,24.57,USD,Costco,Groceries,2025-11-27 10:26:06.372443,pending,NONE,US,mobile,False
a4a1f0cd-3771-4d3e-83c3-619b397ed083,C7376,223.74,GBP,Amazon,Utilities,2026-05-16 10:26:06.372446,failed,E003,UK,tablet,True
9c15b403-98e6-4259-a187-9a37ac663344,C5245,204.82,EUR,Starbucks,Dining,2026-04-25 10:26:06.372450,failed,E001,CA,tablet,True
ad70ca48-1121-4ee9-8d41-8fdbebd7c92e,C9030,341.8,GBP,Target,Utilities,2025-12-28 10:26:06.372454,pending,NONE,FR,web,False
8c1949dc-b580-400e-8d54-6f975f8b351a,C5767,451.95,USD,Delta,Electronics,2025-11-29 10:26:06.372458,success,NONE,JP,tablet,False
039f8a3e-32af-4c4b-97ae-71166f228b1e,C4826,477.57,USD,Target,Shopping,2025-10-22 10:26:06.372461,success,NONE,JP,tablet,False
5631eca3-4c05-49dc-b73a-82c9c4205cf6,C4528,465.97,JPY,Target,Groceries,2026-05-23 10:26:06.372465,pending,NONE,CA,mobile,False
8fa0a4a7-565f-481f-b077-bdee2b9437d9,C8052,253.02,GBP,Starbucks,Electronics,2026-07-11 10:26:06.372469,success,NONE,FR,tablet,False
ce4cf878-c580-4f65-933b-440c65de2b76,C4793,491.74,EUR,Uber,Travel,2026-03-30 10:26:06.372472,success,NONE,CA,web,False
b796466a-5c8c-4b93-b31e-9b12e9d303be,C2183,268.46,JPY,Apple,Shopping,2025-10-25 10:26:06.372476,failed,E002,CA,tablet,True
ab0d6f0c-9d8d-444d-8b41-e12c91ffb9da,C5935,376.6,GBP,Walmart,Travel,2026-01-29 10:26:06.372480,pending,NONE,CA,web,False
67ca189f-1740-43cb-8f4f-f41029555b90,C8904,187.31,USD,Amazon,Electronics,2026-08-25 10:26:06.372484,pending,NONE,UK,mobile,False
45d7f4ab-127d-4e8b-82c2-70542f97d232,C2201,240.43,USD,Walmart,Utilities,2025-11-25 10:26:06.372488,failed,E002,FR,web,True
aa8e843b-ef3d-4da9-b61c-4b8b7890c68f,C9619,487.02,USD,Walmart,Electronics,2026-08-16 10:26:06.372491,failed,E002,CA,tablet,True
c8b5eb21-973d-4a30-b8f7-fe4902daa629,C3247,42.28,GBP,Delta,Electronics,2026-02-15 10:26:06.372495,pending,NONE,DE,web,False
c8d30f8c-2cc8-4e95-b0c8-647e17cc248d,C2881,121.61,GBP,Delta,Utilities,2026-08-11 10:26:06.372500,failed,E002,US,web,True
89db724c-04c3-4390-9560-9b9885533b6a,C7341,385.81,EUR,Amazon,Electronics,2026-06-10 10:26:06.372504,success,NONE,UK,web,False
d52117a1-f260-4c6e-9421-2631a37d512e,C2479,420.74,GBP,Costco,Electronics,2025-09-10 10:26:06.372507,failed,E002,US,mobile,True
158d5996-ca96-4d99-bc1e-13f6c6ea627c,C9290,378.16,GBP,Costco,Groceries,2025-10-08 10:26:06.372511,failed,E003,FR,tablet,True
02a781d3-01b2-4495-b509-92202a5a5121,C7352,391.04,EUR,Amazon,Groceries,2026-01-11 10:26:06.372515,pending,NONE,DE,mobile,False
a748f544-a4e1-45cd-bc73-c7832fad003b,C4339,488.01,EUR,Target,Travel,2026-02-19 10:26:06.372519,pending,NONE,UK,tablet,False
017c1682-41d3-4b91-a1f1-7c35b877df58,C3792,203.5,EUR,Amazon,Electronics,2025-10-19 10:26:06.372522,pending,NONE,FR,mobile,False
c0ed4a1a-daf6-46a8-bf80-5605663eb850,C1528,264.12,USD,Target,Shopping,2026-08-03 10:26:06.372526,success,NONE,UK,web,False
9948e2ad-0deb-4caf-b880-db8b98a89adb,C1258,257.66,GBP,Amazon,Electronics,2025-09-17 10:26:06.372530,success,NONE,CA,web,False
16bf7050-ce12-4a6d-a049-82df37b2c49e,C4262,241.36,USD,Amazon,Utilities,2025-12-11 10:26:06.372534,pending,NONE,US,web,False
6367b0f0-a0b3-4e85-8b9d-9128984d6c45,C7184,27.33,GBP,Amazon,Shopping,2026-01-12 10:26:06.372538,failed,E002,US,mobile,True
e3735097-f103-443e-bf05-e426b32a91a9,C8739,66.32,USD,Amazon,Shopping,2025-10-17 10:26:06.372541,pending,NONE,UK,mobile,False
436b54be-3a13-481a-9395-9387b0c041bc,C7368,498.02,EUR,Apple,Utilities,2025-10-04 10:26:06.372545,success,NONE,CA,tablet,False
858b412f-6770-40e2-8842-f95425cadfe6,C8656,398.21,JPY,Uber,Shopping,2026-06-12 10:26:06.372549,pending,NONE,JP,mobile,False
7f005411-3214-45eb-805f-8062cd93dceb,C4568,9.75,EUR,Starbucks,Shopping,2026-08-19 10:26:06.372553,success,NONE,DE,web,False
5550e5c8-0f09-4e14-a650-a578a6de7578,C7843,393.81,USD,Walmart,Utilities,2026-08-16 10:26:06.372557,pending,NONE,FR,mobile,False
4c10b063-1290-4b6a-b3f3-c2ea8534a4d4,C2037,270.44,GBP,Apple,Dining,2025-11-28 10:26:06.372560,failed,NONE,FR,tablet,True
cfb032ed-4b9b-4a04-b457-baba65b2f3bf,C2453,173.13,USD,Starbucks,Utilities,2026-01-15 10:26:06.372564,failed,E003,FR,tablet,True
5f8b5c08-8fb7-4261-a3ca-1100dcdb7d26,C7647,231.83,EUR,Apple,Groceries,2026-02-17 10:26:06.372568,failed,E003,FR,web,True
6c33c837-9da6-4494-8efc-e9a21806489b,C2930,425.03,USD,Target,Shopping,2026-07-30 10:26:06.372572,failed,E003,CA,web,True
5a556c61-9a4d-41ac-8126-5118e23daac1,C8603,389.2,USD,Uber,Utilities,2026-04-20 10:26:06.372576,success,NONE,CA,web,False
7ab6bb2a-60b7-446f-991c-602bf0113a68,C8450,304.52,GBP,Walmart,Shopping,2026-02-12 10:26:06.372579,success,NONE,US,web,False
e47d3d5c-1705-42c0-aea6-261b6e6484f0,C4610,400.86,GBP,Uber,Dining,2026-01-07 10:26:06.372583,pending,NONE,JP,tablet,False
cd92de49-6b42-4dd1-bef2-8b342cefd6c6,C4510,456.09,JPY,Delta,Groceries,2026-01-11 10:26:06.372587,failed,E003,FR,mobile,True
c08af8de-d23f-4ce2-a656-bc1889d0b3ee,C5477,277.43,USD,Walmart,Dining,2025-12-22 10:26:06.372591,success,NONE,DE,mobile,False
321de09b-4df5-4500-9c64-4b1bbddca50b,C7970,386.52,GBP,Amazon,Shopping,2025-12-13 10:26:06.372595,success,NONE,DE,web,False
23c0e8ca-1ad5-4d97-ba9a-2004d23e8cc8,C9443,451.72,USD,Apple,Shopping,2025-12-22 10:26:06.372599,failed,E001,JP,tablet,True
40285dc1-a1f8-424d-9752-2a08be6eb379,C5386,77.62,EUR,Costco,Dining,2026-03-29 10:26:06.372607,success,NONE,US,web,False
8b3b099d-59f9-40c4-8e02-44b7688be636,C7221,387.46,EUR,Delta,Dining,2026-06-26 10:26:06.372612,success,NONE,US,mobile,False
92bdbc9c-c289-4e86-a24c-05ca868a47db,C2194,52.78,JPY,Delta,Electronics,2025-09-19 10:26:06.372616,pending,NONE,JP,web,False
e4bc097d-bcce-4947-a7b5-f0213dce242f,C7595,47.32,EUR,Delta,Shopping,2025-11-20 10:26:06.372620,pending,NONE,JP,mobile,False
7dbbd875-3b74-4071-9e6f-a4ed6ad0f3a5,C3261,209.55,EUR,Starbucks,Shopping,2026-05-05 10:26:06.372624,success,NONE,UK,web,False
3b39db40-5500-4d56-8859-040c2611ed76,C7239,35.67,JPY,Starbucks,Travel,2025-10-25 10:26:06.372627,pending,NONE,CA,mobile,False
9bdf979a-fb06-47e8-ba60-41e61ea67b07,C6198,385.36,GBP,Apple,Electronics,2026-07-19 10:26:06.372631,success,NONE,DE,mobile,False
2435578e-8e15-4ec3-83f0-c93b7118ce5f,C8111,444.93,USD,Delta,Groceries,2026-03-15 10:26:06.372635,success,NONE,UK,mobile,False
a66ce273-71ce-465f-8fa3-b1d5c7dd8b29,C2049,219.55,EUR,Costco,Electronics,2026-08-10 10:26:06.372639,success,NONE,DE,tablet,False
a3f8d136-a293-4e61-8173-841777fdbe8f,C7179,287.96,GBP,Target,Groceries,2026-07-19 10:26:06.372642,success,NONE,JP,tablet,False
8d1942b1-b244-4185-a673-9382b2c11f05,C7590,450.83,USD,Costco,Utilities,2026-07-26 10:26:06.372646,failed,E003,JP,tablet,True
7765897f-dd67-44a3-9fd1-432cfb75b882,C6228,328.27,JPY,Uber,Dining,2025-10-05 10:26:06.372650,success,NONE,UK,web,False
8ae92613-d5c9-469f-a7a0-693141475e3a,C5326,164.3,JPY,Amazon,Travel,2025-12-07 10:26:06.372654,pending,NONE,US,mobile,False
d9a889b3-1689-4aec-8377-f9a3ebc30736,C6975,456.61,USD,Apple,Utilities,2026-02-22 10:26:06.372658,pending,NONE,UK,tablet,False
1a3ec583-8c66-4112-8367-8372fe755529,C8190,231.97,JPY,Walmart,Dining,2026-08-29 10:26:06.372662,pending,NONE,CA,web,False
339fcecb-0038-452b-8a36-4aae8342d40a,C8324,83.98,EUR,Costco,Shopping,2026-05-22 10:26:06.372666,failed,E002,DE,web,True
5e9ecbe1-7e2d-417f-bc80-50148db61224,C4022,334.45,USD,Target,Travel,2025-11-03 10:26:06.372670,pending,NONE,JP,web,False
cc803a29-a2a4-4278-93a4-28b7c726f539,C2583,8.62,JPY,Uber,Electronics,2026-08-10 10:26:06.372674,pending,NONE,DE,web,False
6636773d-87e3-40b4-ad35-15a23396c063,C5525,129.16,EUR,Delta,Shopping,2025-09-05 10:26:06.372677,failed,E001,UK,web,True
6bd0fa87-13d3-47ad-a2a4-86f9181f147c,C5473,251.7,USD,Amazon,Dining,2026-06-24 10:26:06.372681,pending,NONE,CA,mobile,False
5d84c138-7e76-4d5e-af05-8a39226395bb,C2246,481.16,GBP,Amazon,Shopping,2026-02-01 10:26:06.372685,pending,NONE,CA,tablet,False
1f50796b-d993-4752-8dd1-db7dc5324fc6,C5540,374.08,EUR,Starbucks,Dining,2026-07-27 10:26:06.372689,success,NONE,US,mobile,False
d7f160ea-dc28-4ba2-a6fa-17f8c7807e91,C1794,96.15,GBP,Delta,Dining,2026-01-17 10:26:06.372692,success,NONE,DE,mobile,False
d43f87b1-06a2-454a-9d19-b9f3dd588984,C4787,30.1,USD,Costco,Groceries,2026-02-28 10:26:06.372696,failed,E001,JP,tablet,True
1aab5e0d-8529-48da-8708-6dfb6c04a351,C4813,377.79,GBP,Amazon,Dining,2026-04-09 10:26:06.372700,success,NONE,CA,web,False
ae3efac5-4f28-4daf-b969-1e23bb60a9a7,C1063,408.61,EUR,Apple,Travel,2026-09-01 10:26:06.372704,pending,NONE,UK,mobile,False
a0a84cd5-01c8-4022-89e5-d25c93703b27,C4939,405.34,GBP,Target,Travel,2026-08-31 10:26:06.372707,pending,NONE,UK,web,False
51ceb0fd-be32-4956-bb33-757cab9a96a4,C4809,65.36,EUR,Walmart,Shopping,2026-03-14 10:26:06.372711,pending,NONE,JP,tablet,False
40f34d91-4e6a-4874-8c1f-5e431d200766,C7407,410.5,EUR,Target,Electronics,2026-01-18 10:26:06.372715,pending,NONE,FR,mobile,False
e24ce035-efbc-4c4a-8f3f-2abbf158e012,C3854,83.86,USD,Amazon,Electronics,2025-09-19 10:26:06.372719,failed,NONE,JP,web,True
481da33f-576d-40a6-8a87-36db20f0602b,C6002,133.51,EUR,Starbucks,Travel,2026-08-11 10:26:06.372723,success,NONE,US,mobile,False
6e22a4a1-a8d4-46b3-9328-b1296a949f4a,C9284,166.92,EUR,Starbucks,Dining,2026-03-01 10:26:06.372726,pending,NONE,US,tablet,False
188ad3dd-d6b9-4a53-9435-666aa3c7ea4a,C7835,8.11,USD,Uber,Electronics,2026-05-21 10:26:06.372730,failed,E002,JP,tablet,True
e2e1ff2c-a7a5-4a80-bce8-4240eac057da,C6317,374.01,EUR,Apple,Shopping,2025-10-21 10:26:06.372734,failed,E003,UK,tablet,True
12eea160-b706-4ff1-8be5-6327a3ecb804,C8959,316.58,USD,Uber,Dining,2026-08-05 10:26:06.372739,pending,NONE,JP,mobile,False
7dd75c72-899a-4497-aea4-c9f3facb2dc2,C3688,83.07,GBP,Starbucks,Electronics,2026-03-19 10:26:06.372744,pending,NONE,UK,tablet,False
725fef99-5787-486e-8048-9edb1612d377,C9528,428.2,EUR,Starbucks,Utilities,2026-08-11 10:26:06.372748,success,NONE,US,mobile,False
38daab06-79c4-4613-b590-13c92de3bd88,C1705,474.98,JPY,Target,Shopping,2025-12-06 10:26:06.372752,success,NONE,US,web,False
52b822a3-6cf2-4311-9cd5-cc8e80184814,C2210,17.85,EUR,Apple,Travel,2025-11-21 10:26:06.372756,failed,E002,CA,web,True
bec7fba3-d8ff-437f-b6c1-56a2b45066ef,C4277,110.69,GBP,Costco,Travel,2026-03-14 10:26:06.372760,failed,E002,CA,tablet,True
a8a09376-8c4c-4619-82e4-3fef82a9ed2c,C8151,187.7,EUR,Uber,Utilities,2026-08-29 10:26:06.372764,failed,E003,JP,mobile,True
c1c4d430-7e62-44d1-8b19-6d32d7445bc7,C9066,416.95,USD,Apple,Electronics,2026-08-29 10:26:06.372768,success,NONE,DE,web,False
d3572e0b-4d55-4857-9f7a-8e494c48cd69,C9343,236.22,JPY,Apple,Shopping,2026-06-25 10:26:06.372771,success,NONE,JP,mobile,False
6c7cd8c4-dbe0-45ca-9b66-f590913ba4d6,C3149,455.28,USD,Delta,Groceries,2026-05-10 10:26:06.372775,success,NONE,JP,tablet,False
9d67bd70-2a94-49b9-b820-3c24d97dbea5,C7148,470.45,USD,Amazon,Groceries,2025-09-15 10:26:06.372778,pending,NONE,US,mobile,False
103da54e-22fa-42a1-860d-999e33c247d4,C9670,180.65,GBP,Apple,Utilities,2026-05-24 10:26:06.372782,failed,E002,US,web,True
7f0db7cf-9ea6-4ce3-8951-d1cec7e8de35,C3722,469.93,EUR,Apple,Dining,2026-02-01 10:26:06.372786,success,NONE,FR,mobile,False
e53f0d1b-f5f1-4c40-8de3-03ab6c96336b,C3367,341.24,JPY,Starbucks,Shopping,2026-06-25 10:26:06.372789,pending,NONE,FR,mobile,False
579cefe0-c122-4c6a-ade4-5bfc2b7084ba,C5698,370.16,USD,Uber,Groceries,2025-10-19 10:26:06.372793,pending,NONE,JP,web,False
3c92cecd-ac6d-4cfe-9416-4c1975e6ece1,C6322,124.78,JPY,Walmart,Utilities,2026-05-26 10:26:06.372797,success,NONE,JP,mobile,False
5e426bc6-54ea-4a95-8c8b-2af71aac8d32,C6644,396.22,EUR,Uber,Groceries,2026-09-02 10:26:06.372801,failed,E001,CA,mobile,True
af4ac8cb-805f-499e-86b6-8bd937ab539b,C4399,497.16,GBP,Starbucks,Electronics,2025-10-08 10:26:06.372804,pending,NONE,US,web,False
dfa25a4a-8295-48e5-8083-4e6ab7f60967,C6997,69.68,GBP,Target,Shopping,2025-12-11 10:26:06.372808,pending,NONE,FR,mobile,False
896830f7-5973-4392-8e6e-11eea36a95a2,C6997,213.57,EUR,Target,Electronics,2026-05-18 10:26:06.372813,pending,NONE,DE,mobile,False
52a70947-bf69-4516-9a5e-b683f1ef9d5e,C9884,233.92,JPY,Uber,Dining,2026-05-25 10:26:06.372817,failed,E001,JP,tablet,True
8644aa80-b870-4bf3-9b91-533fe2bea76c,C3734,66.29,GBP,Costco,Electronics,2026-01-29 10:26:06.372821,failed,E001,US,mobile,True
04744287-4957-4086-98e3-9d766a02c517,C3080,491.34,USD,Delta,Dining,2026-06-24 10:26:06.372825,success,NONE,DE,web,False
320757f6-e621-43f4-bca8-02746da04fdf,C3660,182.17,GBP,Amazon,Travel,2025-09-09 10:26:06.372828,success,NONE,FR,web,False
36d5f85d-87ef-44e3-ac0a-6b383b0ab0f8,C2219,321.21,JPY,Delta,Utilities,2026-04-18 10:26:06.372832,pending,NONE,JP,mobile,False
e4ef83db-51b2-4646-b43b-8e24464f5443,C3274,367.29,JPY,Starbucks,Electronics,2026-01-04 10:26:06.372836,success,NONE,US,web,False
c39d0f94-3a71-4d44-87d4-9e0ea52aebad,C8250,433.85,JPY,Apple,Shopping,2026-04-14 10:26:06.372839,pending,NONE,FR,mobile,False
839d1a1a-6cb5-4b9c-9944-4c7c81e0a06e,C1764,319.7,USD,Costco,Electronics,2026-03-06 10:26:06.372843,pending,NONE,US,web,False
cf3a6947-9e0f-4f73-b629-4ae2a94319ff,C3765,357.35,EUR,Costco,Groceries,2026-07-11 10:26:06.372847,failed,E003,CA,tablet,True
b6b92579-6f3f-4325-b259-79bcb83c405b,C7363,121.92,GBP,Target,Utilities,2026-01-04 10:26:06.372850,pending,NONE,UK,web,False
84f53ba0-d5a9-4429-8168-f26d33c5b5c1,C4005,357.24,USD,Starbucks,Shopping,2026-04-11 10:26:06.372854,success,NONE,UK,web,False
573398ee-2be3-4c55-8269-83cb892cd6ff,C4702,462.66,JPY,Costco,Dining,2026-04-24 10:26:06.372858,pending,NONE,UK,web,False
09edf851-dc53-49e5-a9a4-0c0e8619eb33,C5461,331.04,USD,Apple,Shopping,2026-06-28 10:26:06.372861,success,NONE,FR,tablet,False
a042601c-903e-4a8b-a525-472732a11e11,C4669,222.61,JPY,Delta,Utilities,2026-03-15 10:26:06.372865,pending,NONE,FR,web,False
a73a1b74-ba79-4f37-aa36-5c2552b12128,C3303,377.4,EUR,Costco,Electronics,2025-10-22 10:26:06.372869,failed,E001,CA,mobile,True
9b8a2e11-520a-45a7-98a8-3a4936f0326f,C5743,382.96,GBP,Walmart,Shopping,2026-05-16 10:26:06.372873,pending,NONE,US,tablet,False
41378c7c-f9a2-4bc8-b027-a03dcbd0f36e,C4680,498.31,JPY,Amazon,Electronics,2025-12-05 10:26:06.372876,success,NONE,FR,mobile,False
bbf37650-0aae-4a01-9c57-98b0e2270b64,C3313,62.92,USD,Walmart,Dining,2026-05-19 10:26:06.372880,success,NONE,FR,web,False
e8cc48df-de42-445f-b13e-11a19d60622a,C3085,153.77,JPY,Target,Dining,2026-09-01 10:26:06.372884,success,NONE,DE,web,False
2cdd21ad-d5f5-40cc-9a25-4dbf8fb06e6d,C8670,303.68,EUR,Costco,Travel,2026-07-31 10:26:06.372888,failed,E002,US,tablet,True
1f5799bb-cdea-4a48-97f7-60607210aa4b,C3437,365.92,USD,Apple,Utilities,2026-03-24 10:26:06.372891,pending,NONE,FR,tablet,False
193637fb-dd69-47c4-8519-40f766bca88e,C3634,366.97,EUR,Starbucks,Travel,2026-07-26 10:26:06.372895,failed,E003,UK,tablet,True
ce16ec61-9f62-4699-a6c8-0f64b6ce085e,C4081,63.71,USD,Uber,Utilities,2025-09-08 10:26:06.372899,pending,NONE,UK,web,False
964bf3a2-85f4-4ed2-a746-3082a746f213,C1641,354.14,GBP,Costco,Groceries,2025-10-26 10:26:06.372902,failed,E003,FR,web,True
e44a573b-801c-4af0-9f9e-eabe6578b118,C6218,10.71,EUR,Starbucks,Travel,2026-08-19 10:26:06.372907,failed,E003,DE,tablet,True
c7c8e5aa-8f48-4070-8492-f4dea57bf810,C8059,376.88,JPY,Starbucks,Dining,2025-11-28 10:26:06.372910,pending,NONE,CA,tablet,False
65c4059c-1646-4c8e-9c9a-7ee5a83df394,C5823,36.84,USD,Costco,Shopping,2026-07-05 10:26:06.372914,pending,NONE,FR,web,False
f96d2ff9-de9a-4213-85d3-05e4936a8b6e,C5005,298.44,GBP,Costco,Groceries,2025-10-15 10:26:06.372918,success,NONE,CA,web,False
